,id,name,category,email,description,established,telegram_url,instagram_url
49,18,Institute of Electrical and Electronics Engineers (IEEE),academic,ieee@nu.edu.kz,"The NU IEEE Student Branch (NU IEEE SB) is a vibrant community of engineering students at Nazarbayev University, dedicated to advancing knowledge in electrical, computer, and engineering fields.
As part of the global IEEE network, we aim to connect students with industry leaders and provide opportunities for hands-on learning.
Through workshops, hackathons, field trips, and networking events, we help students apply their academic knowledge to real-world challenges. Our goal is to foster innovation, leadership, and collaboration, while preparing the next generation of engineers for successful careers.


**Location:** 27 Block 145 Room, Dormitory


## Activities
- IEEE Hackathon
- Guest Talks
- Arduino Workshops
- Podcasts


## Achievements
- Organized Hackathon for 270 participants
- Filmed 6 podcasts with professors and alumni


## Entry Requirements
- All levels are welcome, be passionate and eager to learn!",2017-08-01,https://t.me/nu_ieee,https://www.instagram.com/nuieee_sb/
51,67,Japanese Club,cultural,japaneseclub@nu.edu.kz,"Our club aims to create a friendly community for anyone interested in Japanese culture, be it the language, traditions, games, food, etc. Aside from smaller events such as the Go tournament and all sorts of infosessions on study/travel opportunities in Japan, we organize two big events: 'Japan Day' in the fall and 'Haru Fest' in the spring, each aiming to show a small portion of Japanese culture to a broader public.


**Location:** 26 Block 128/1 Room, Dormitory


## Activities
- Japan Day
- Haru Fest
- Go Tournaments
- Mirai program infosessions


## Achievements
- 2022-2023 Language Club of the Year


## Entry Requirements
- Enthusiasm for Japanese Culture
- Japanese language knowledge not required!",2015-01-18,https://t.me/Nujapan,https://www.instagram.com/nu_japanese_club/
52,73,Kazakh Stage,cultural,kazakhstage@nu.edu.kz,"Kazakh Stage is more than just a student theater club — it is a movement to revive and celebrate the Kazakh language and culture through the power of performing arts. As the only student organization at the university dedicated to theatrical performances in Kazakh, we proudly write, produce, promote, and perform original and adapted plays that speak to both tradition and modernity. From timeless Kazakh classics to creative reinterpretations of foreign literature, every piece is performed with heartfelt artistry and deep cultural meaning.

Our mission is clear: to make the Kazakh language visible, vibrant, and alive — not only on stage, but across the country and online platforms. Our entire process is in Kazakh: from scriptwriting and rehearsals to costume design, props, and event promotion. We are a self-sufficient and passionate collective of students who believe in the beauty of our heritage and express it through creativity.

Our standout performances such as “Махаббат қызық мол жылдар”, “Кішкентай ханымдар” (""Little Women""), ""Қыз Жібек"" and many more have touched hearts, while immersive cultural events like Cozy Korea, QazTrip, and Soul Kesh have created spaces of belonging and cultural pride for students of all backgrounds. Kazakh Stage is a big, family-like community that welcomes anyone who is passionate about the Kazakh culture.


**Location:** 26 Block 103 Room, Dormitory


## Activities
- Writing and performing original and adapted plays in Kazakh
- Costume design, props, lighting, and sound management
- Cultural events: Cozy Korea, QazTrip, Soul Kesh
- Online content production in Kazakh (storytelling, humor, promos)


## Achievements
- Meruyert Utekeshova, the actress of 'Qyz Jibek', attended our play
- Performance of 'Махаббат қызық мол жылдар' on ENU stage
- Participation in a cultural trip to Zhidebay, Semey (Abai’s homeland)
- Featured on Kazakh national TV and radio
- Performed to full audiences in Main Hall and Orange Hall


## Entry Requirements
- No strict requirements - passion, potential, and love for Kazakh culture and art
- 5 departments to join: Finance, HR, Marketing, Technical, Organizing
- Acting is optional - everyone has the chance to try",2020-09-01,https://t.me/kazakhstage,https://www.instagram.com/kazakhstage/
53,24,Kazakhstan Finance Student Association (KFSA),academic,kfsa@nu.edu.kz,"Kazakhstan Finance Student Association (KFSA) is the first-ever finance club in Nazarbayev University that was founded in 2017. The Kazakhstan Finance Student Association (KFSA) is to create a community of like-minded individuals who are passionate about building a career in different fields of finance and thereby influence the entire financial industry of Kazakhstan and worldwide.


**Location:** 26 Block 129 Room, Dormitory


## Activities
- Closed Education Sessions About Finance For Club Members
- Corporate Finance Workshops
- Case Competitions
- Mentorship & Industry Networking



## Achievements
- KFSA has a strong network of alumni who work in companies such as Invesco, IFC, BIG 3, BIG 4, Bolashaq Investments, Quantum Capital, National Investment Corporation, Jusan Invest, and CSI. The representatives from these companies are regularly invited to Stock Pitch Competition, Case Competition, Workshops, and Guest Lectures.


## Entry Requirements
- Welcomes students from all majors and year levels
- Demonstrated interest in finance",2017-09-01,https://https://docs.google.com/forms/d/e/1FAIpQLScHsuv4hMrrBWhtJsVcIuQQH1_L9jEZoa_3bry66jMxLYO9qw/viewform,https://www.instagram.com/nu_kfsa/
54,100,Kickboxing Club,sports,kickboxing@nu.edu.kz,"From the heart of campus to the center of the ring, our club sparks confidence and camaraderie with every punch and kick.
You’ll forge unbreakable bonds, master real-world self‑defense skills, and feel the rush of pushing yourself past every limit.
Feel the pulse of shared triumph as each member’s victory becomes our collective celebration. Join us to transform energy into excellence and leave every session stronger in body, mind, and spirit.


**Location:** Athletic Center, 3rd Floor, Martial Arts Hall


## Activities
- Kickboxing
- Boxing
- MMA
- Muay Thai


## Achievements
- Astana MMA Tournament 3rd place
- Kickboxing Astana Cup: two 1st places, two 2nd places
- Burmese Boxing Kazakhstan Cup: 1st place, 2nd place, two 3rd places
- Nomad MMA Astana Championship: 1st place


## Entry Requirements
- Will to withstand trainings",2020-09-01,https://t.me/kickboxing,https://www.instagram.com/nukickboxing/
55,88,Kiye Qazaq Dance Club,sports,qazaq_danceclub@nu.edu.kz,Official Kiye Qazaq Dance Club at Nazarbayev University.,2020-09-01,https://t.me/qazaq_danceclub,https://www.instagram.com/qazaq_danceclub
56,33,Korean Club,academic,koreanclub@nu.edu.kz,"The NU Korean Club is an academic and cultural club that focuses on popularizing Korean culture among NU students. We organize educational sessions, language courses, webinars, seminars, language contests, movie nights, and many other events. #K-drama #Hangeul #annyeong


**Location:** 26 Block 128/1 Room, Dormitory


## Activities
- Korean language courses
- Korean movie nights
- Korean traditional celebration
- K-pop events


## Achievements
- Many more to come!


## Entry Requirements
- Let the Hallyu wave to bring you here",2020-09-01,https://t.me/koreanclub,https://www.instagram.com/nukoreanclub/
57,93,Latino Social Dance Club,sports,latino@nu.edu.kz,Official Latino Social Dance Club at Nazarbayev University.,2020-09-01,https://t.me/latino,https://www.instagram.com/latino
58,45,Legal Literacy Club,academic,llc@nu.edu.kz,"Legal Literacy Club is deeply devoted to fostering legal awareness and education. We believe our mission is to empower students and community members with the knowledge of their rights, civic duties, and legal procedures through expert talks, mock trials, and interactive workshops. We explore diverse topics – from constitutional rights to social justice and digital rights – equipping the community with the knowledge to make informed decisions and seek justice. By collaborating with legal experts and academic institutions, we believe we are on a path to a more legally literate and just society.

Whether you're a law enthusiast or simply curious about your rights, join us to learn, engage, and make a difference!


**Location:** 22 Block 124 Room, Dormitory


## Activities
- Law Summer School & Workshops
- LegalTea: collaborations with legal experts
- Mock trials and debate competitions
- Anti-Harassment campaign


## Achievements
- Organised an International Law Summer School, certifying 10+ participants
- Launched an Anti-Harassment Campaign in collaboration with the Anti-Harassment Committee
- Hosted a Moot Court Competition, fostering advocacy and litigation skills
- Conducted #LegalTea Talks on contemporary legal issues with experts


## Entry Requirements
- Strong passion for legal education, social justice, and leadership
- Board application: fill out a form and attend an interview
- Moot Court application: submit a legal memorial and attend an interview
- Motivation to engage in legal advocacy and community initiatives",2020-09-01,https://t.me/legalliteracyclub,https://www.instagram.com/legal_literacy_nu/
59,163,LLL Club,academic,lllassociation@nu.edu.kz,"LLL Club is a community of students enthusiastic about world languages, linguistics, literature and culture. Our club serves as a bridge between students and the Department of Language, Linguistics and Literature. We organize interviews with professors and the annual NU Linguistic Olympiad. The club also conducts info-sessions dedicated to exploring WLLC major opportunities, where we invite successful WLLC alumni and students who are eager to share their experience. In addition to this, our club aims to cultivate a reading-friendly environment by organizing monthly book discussions.


**Location:** 26 Block 129 Room, Dormitory


## Activities
- NU Linguistic Olympiad
- Literature Week
- Spelling Bee
- Book Discussions


## Achievements
- The organizer of the annual NU Linguistic Olympiad


## Entry Requirements
- All students are welcome
- Interested in linguistics or literature
- Fond of reading",2024-01-01,,https://www.instagram.com/nu_lll_club/
60,75,Media Village,cultural,mediavillage@nu.edu.kz,Official Media Village at Nazarbayev University.,2020-09-01,https://t.me/mediavillage,https://www.instagram.com/mediavillage
61,153,Ministry of External Affairs,social,,Ministry of External Affairs,2025-10-21,,
62,154,Ministry of Sports and Health,academic,,Ministry of Sports and Health,2025-10-21,,
63,160,Model United Nations Club,academic,numunclub@nu.edu.kz,"NU Model UN Club is a platform for students to engage in high-level discussions on international affairs. Members participate in regular simulations, prepare for national and international MUN conferences, host workshops with experienced speakers, and explore diplomacy, public policy, and global problem-solving through collaborative debate and negotiation.


## Activities
- Model UN conferences (national and international)
- Weekly training and simulation sessions
- Workshops and guest speaker lectures
- Diplomacy and public policy debates


## Achievements
- Collaborations with Universities (Tennessee University, MUA, MNU), MUN conferences with 100+ delegates


## Entry Requirements
- No prior experience required",2024-01-01,,https://www.instagram.com/numunclub/
64,80,Nazarbayev University Football League,sports,nufl@nu.edu.kz,"Nazarbayev University Football League Organising Committee is a team of students who promotes, organises, and conducts various football tournaments, with NUFL being the main one. You do not need any football experience - only the willingness to contribute and learn. As part of the committee, you can gain valuable skills in event management, teamwork, and leadership while helping to grow the football community at NU. Together, we make NUFL more than just a league - we make it a tradition.


**Location:** Sport Center & Athletic Center


## Activities
- Nazarbayev University Football League
- Charity Tournaments


## Achievements
- Every year we organise a tournament that lasts the whole academic year


## Entry Requirements
- Commitment
- Active involvement",2020-09-01,https://t.me/nufl,https://www.instagram.com/nu_football_league/
65,44,NEXUS Club,academic,nexus@nu.edu.kz,"Nexus Club is a community for students who build, lead, and execute. Its mission is to make Kazakhstan the powerhouse of entrepreneurship and leadership in Central Asia by building a generation of disciplined, visionary leaders who create lasting impact and drive real economic growth.


## Activities
- Entrepreneurs Talks with founders, investors, and CEOs
- Business building workshops
- Connections to partners, clients, or mentors
- Member-led ventures


## Achievements
- Organized 3 large events with a total of ~3000 students and 5 successful entrepreneurs of Kazakhstan


## Entry Requirements
- Earned real money
- No excuses, only results
- Long-term thinker
- Absolute loyalty",2020-09-01,https://t.me/nexus,https://www.instagram.com/nunexusclub/
66,118,Nomad Debate Club,social,dc_nomad@nu.edu.kz,"Founded in 2011 as a debate club, we welcome everyone who is not afraid to learn debating. Our members achieved success not only in Central Asian tournaments, but also in world-class championships, our alumni are top students and experts in their field across the world. Interested? All you have to do is to show up on our weekly meetings every Tuesday and Thursday where we hold rounds or lectures with workshops.

We aim to share vibrant experiences and actively interact with other large debate communities and student clubs as well. And most importantly, Nomad is not about debates, it's about community. With our members you can engage in lively discussions on diverse topics, in our club you will build confidence and teamwork, and with the help of our community you will become a more curious and motivated debater.


**Location:** Block 8


## Activities
- Weekly Meetings
- International and Local Tournaments
- Exclusive Mentorship Programs with Lectures and Workshops
- Unforgettable Trips and Socials


## Achievements
- Breaks and Top Speaker Positions at European and World Championships
- Winners of Central Asian and Kazakhstan Debate Championships
- Finalists of Central Asian and Kazakhstan Debate Championships
- Best Speakers of Central Asian and Kazakhstan Debate Championships
- Best Judges of Central Asian and Kazakhstan Debate Championships
- Recognized as one of the Big Debate Clubs in Central Asia


## Entry Requirements
- Everyone is welcome
- Be passionate about learning new things
- Ready to meet new people and opportunities",2020-09-01,https://t.me/dc_nomad,https://www.instagram.com/dc.nomad/
67,164,Notion at NU,professional,notion@nu.edu.kz,"We’re a student-led community at Nazarbayev University focused on helping students and faculty use Notion to its fullest. We organize practical workshops on database design, personal dashboards, and team workspaces, and we share custom-made templates tailored for student life, club management, and academic planning. Our members also get access to Notion’s Plus Workspace, giving them premium features for free. Whether you're building a course tracker, running a student club, or managing research notes, we’re here to support you with real tools and real experience.


**Location:** 27 Block 144 Room, Dormitory


## Activities
- Intro to Notion Workshops
- Scavenger Hunt Event
- Templates Hackathon
- Ongoing Template Development


## Achievements
- Notion Campus Leaders with official funding for each event
- Secured Notion Plus Workspace access for members
- Built academic tools used by 5,000+ students
- Trained 100+ students through hands-on workshops


## Entry Requirements
- Interest in organization, planning, and productivity
- Commitment to active participation
- Positive, collaborative mindset
- No prior Notion experience required",2024-01-01,,https://www.instagram.com/nu_notion/
68,114,Not Threat But Thread (NTBT),social,ntbt@nu.edu.kz,"Our club aims to create a supporting and welcoming community for those who love to craft, whether it is crochet, sewing, embroidery, knitting, papercraft or any other form of handcraft. We conduct weekly masterclasses, organize annual Hello Kitty Day celebration and do art exhibitions.


**Location:** 27 Block 147 Room, Dormitory


## Activities
- Handcraft Masterclasses
- Hello Kitty Day
- Exhibitions


## Achievements
- Conducted Weekly Masterclasses
- Art Exhibitions


## Entry Requirements
- Active and Creative People",2020-09-01,https://t.me/ntbt,https://www.instagram.com/nu_ntbt/
69,144,NU ACS ISC,academic,Acs@nu.edu.kz,"The American Chemical Society (ACS) Student Chapter is a student-led organization that brings together individuals interested in chemistry and related sciences. Our chapter provides opportunities for students to expand their knowledge of chemistry beyond the classroom through research involvement, professional development, community outreach, and networking with peers and professionals.

As an ACS Student Chapter, we aim to:
- Promote chemistry by organizing seminars, guest lectures, and workshops.
- Engage in outreach activities such as science demonstrations and tutoring to inspire younger students and the community.
- Support professional growth by connecting members with ACS resources, conferences, scholarships, and career opportunities.
- Build community by fostering collaboration, teamwork, and leadership among students passionate about science.


**Location:** Block 27, Room 135, Dormitory


## Activities
- Research
- School camps
- Games
- Chemistry Week
- Sessions with professors or alumni


## Achievements
- Outstanding ACS Chapter 2022-2023


## Entry Requirements
- For students of NU",2018-01-01,https://t.me/nuacsisc,https://www.instagram.com/nu_acs_ics/
71,149,NU Association of International Students,social,is.association@nu.edu.kz,"Our mission is to celebrate and showcase the diverse cultures of all international students at NU. We strive to create a welcoming environment where traditions, values, and unique perspectives from around the world are shared and appreciated. Through cultural events, collaborations, and community-building activities, we aim to foster mutual understanding, unity, and pride in our diversity, making NU a true home away from home for every international student.


## Activities
- Cultural Nights
- World on Wednesdays
- Welcome and Farewell Parties


## Achievements
- Successful events like World on Wednesday
- Culture Night
- Nauryz event


## Entry Requirements
- Eagerness to promote cultures
- Leadership
- Openness to teamwork",2025-10-13,,https://www.instagram.com/nu-aois/
72,132,NU Badminton Club,sports,badmintonclub@nu.edu.kz,"NU Badminton Club is a welcoming and fast-growing sports community open to players of all levels - from complete beginners to experienced ones. We create a space where students can stay active, improve their skills, and connect through badminton.

We host weekly Open Plays open to the entire NU community, organize tournaments each, and provide training sessions for members. Whether you’re looking to casually play on Monday or compete in tournaments, there’s a place for you on our courts.



## What we do
- Organize NU Badminton Cup and Internal Tournaments
- Open Trainings each semester 
- Weekly Open Plays
- Badminton Day
",2025-01-13,https://t.me/nubadminton_1,https://www.instagram.com/nu_badmintonclub/
73,83,NU Basketball,sports,nu_basketball@nu.edu.kz,---Basketboll,2020-09-01,https://t.me/nu_basketball,https://www.instagram.com/nu_basketball
74,77,NU Brainstorm,cultural,brainstorm@nu.edu.kz,Official NU Brainstorm at Nazarbayev University.,2020-09-01,https://t.me/brainstorm,https://www.instagram.com/brainstorm
75,96,NU Cheerleading Club,sports,cheerleaders@nu.edu.kz,Official NU Cheerleading Club at Nazarbayev University.,2020-09-01,https://t.me/cheerleaders,https://www.instagram.com/cheerleaders
76,69,NU Choir,art,choir@nu.edu.kz,"We are NU Choir - a performing arts club that’s been inspiring audiences for over 13 years, not just at concerts, but in everything we do! Our goal isn’t just to organise cool events, but also to help you grow: as a singer, as a leader, and as a person. It’s about finding what you truly love, meeting like-minded people, and exploring yourself along the way. At our concerts, we manifest our ideas and messages through beautifully harmonised songs that tell stories and evoke a wide range of emotions. Our repertoire is as diverse as our members: Rock, Pop, Jazz, Disney classics, spooky Halloween-ish songs, childhood favorites, in English, Kazakh, in some other language, even some songs with gibberish lyrics! There are NO limits! It’s not always easy, but we believe the challenge will help you discover what truly brings you joy. Can't wait to see you at our audition!


**Location:** Cinema Hall, 25 Block k021


## Activities
- Themed Concerts
- Creative Events
- Team-Buildings and Hang-outs


## Achievements
- Performed at OYU Festival 2024
- Performed with Moldanazar on Orynkhan's Concert
- Mega Silk Way Concerts
- Annual Heart Winners on Singing Valentines


## Entry Requirements
- Passion for singing and/or organizing events
- Desire to learn and be a part of a big community
- Some ear training (nothing fancy)
- Any additional skills are welcome!",2012-09-01,https://t.me/nuchoir,https://www.instagram.com/nuchoir/
77,120,NU Climbing,sports,nu_climbing@nu.edu.kz,"---We are nature lovers that prefer spending their weekend climbing rocks, hiking mountains or camping in the valleys. ",2025-01-01,,https://www.instagram.com/nu_climbing/
78,151,NU Comedy Club,cultural,comedy@nu.edu.kz,"NU Comedy Club is a stand-up collective founded by Nazarbayev University alumni and creators of the SU!N Project - Alexander Merkul (SEDS-CS), Aman Tuyluygenov (SSH-economics), and Alikhan Karymsakov (NUSOM). Many of our alumni are now popular comedians, which include Arman Qonkobay, Abdybek Urmanov, Yaroslav Mironov, Alisher Toregali, Ayana Mussabayeva, Miras Samat, Abylay Dossmurzayev, Yergali Temirgali.
Equally central to our identity is social responsibility. Since the early days of our performances, we’ve collaborated closely with NU Red Crescent, organizing shows where proceeds or donations go toward charitable causes. Through these events, we aim not only to make people laugh but also to support our community and those in need.


**Location:** 27 Block 147 Room, Dormitory


## Activities
- Stand up concerts
- Open mics
- Lookalike competitions
- Roast battles


## Achievements
- NU Awards Small Scale Event of the Year nominees 2024-2025


## Entry Requirements
- Everyone is welcome",2025-10-19,,https://www.instagram.com/comedy.nu/
79,115,NU Cooking Club,social,cooking_club@nu.edu.kz,"Cooking Club brings together students who are passionate about culinary arts, cultural foods, and learning through hands-on experience. Whether you're a beginner or an experienced cook, this club offers a welcoming space to experiment with new recipes, explore international cuisines, and discover the stories behind traditional dishes.


**Location:** 24 block 12 Floor Kitchen


## Activities
- Weekly cooking sessions
- Themed food nights
- Guest chef workshops


## Achievements
- Many more to come!


## Entry Requirements
- All levels are welcome!",2020-09-01,https://t.me/cookingclubchannel,https://www.instagram.com/nucookingclub/
80,64,NU Creators,cultural,creators@nu.edu.kz,"NU Creators is the media powerhouse of Nazarbayev University. We specialize in event coverage, promo videos, and creative content that helps NU clubs and organizations showcase their activities in the best light. Whether it’s capturing the atmosphere of a concert, producing a stylish promo for an upcoming event, or creating trending videos and surveys for social media, our team is all about creativity and innovation. Beyond supporting other clubs, we actively run our own platforms on TikTok and Instagram, where we post entertaining, relatable, and engaging content for the NU community. NU Creators is the place where media meets student life - and where creativity turns into stories that everyone can enjoy.


**Location:** Blok D10 (27), Room 146, Dormitory


## Activities
- Workshops
- Shooting of NU events
- Media coverage of NU


## Achievements
- Organized workshop with @alta__sun
- Official partners of WeGlobal
- Collaboration with the marketing department of NU


## Entry Requirements
- Enthusiasm for content creation
- Submission of one video showcasing your background
- Desire to learn and develop as a content creator
- All levels are welcome",2020-09-01,https://t.me/creators,https://www.instagram.com/nu.creators/
81,43,NU Data Science Club,professional,datascience@nu.edu.kz,"DataSci Club is the community for anyone passionate about data science, artificial intelligence, machine learning, and analytics.
We organize workshops, guest lecture sessions, data science competitions, and the annual Data Science Fest to foster practical skills, critical thinking, and innovation.
Our mission is to popularize data science among the students at NU and whole Kazakhstan! Our events gather students to solve real-world problems using data.
We actively collaborate with industry leaders to provide mentorship, case studies, and internship opportunities.
Whether you're just starting out or already an expert, DataSci Club is the perfect place to explore, learn, and grow in the world of data.
Check out our website: https://www.datasci.digital


**Location:** 27 Block 145 Room, Dormitory


## Activities
- Datathon
- Data Science Fest
- Workshops
- Guest Lectures


## Achievements
- NU Awards: Best Academic Event of the Year for Datathon'24


## Entry Requirements
- Passion for Data Science
- Basic Python knowledge
- Teamwork skills
- Responsibility",2020-09-01,https://t.me/nu_datasci,https://www.instagram.com/nu_datasci/
82,52,NU Decides,cultural,decides@nu.edu.kz,"NU Decides is the official interschool song contest of Nazarbayev University, where six schools compete for the title of Best Singer School. What makes this event unique is its transparency and spirit of student involvement - it is YOU who decide the winner.
From auditions to the Grand Finale, the NU Decides Organizing Committee handles every step: stage design, artist support, promotion, logistics, and live voting through a custom-built digital platform. It has brought together over 20 student clubs, involved students from other universities, and reached thousands of viewers both on campus and online.
For the past two years, the Grand Finale has been proudly held in collaboration with the Swedish Embassy in Kazakhstan, whose support has helped to increase the scale and cultural reach of the event. Whether you’re on stage, behind the scenes, or cheering from the audience - NU Decides is where voices are heard, stories are shared, and memories are made.


**Location:** 27 Block 146 Room, Dormitory (Spring '25)


## Activities
- Nu Decides Grand Final 2025
- Nu Decides Grand Final 2024
- Nu Decides Grand Final 2023
- Nu Decides Grand Final 2022


## Achievements
- Established an ongoing partnership with the Embassy of Sweden.
- Organized Grand Finales in 2022, 2023, 2024, and 2025, attracting a combined audience of over 4,000+ attendees, including students, faculty, and university guests.
- Collaborated with over 20 student clubs across NU and engaged students from other universities in both stage performance and media production.
- Consistently produce professional video content, utilizing advanced camera equipment, lighting setups, and sound engineers to ensure premium-quality stage production.


## Entry Requirements
- Genuine interest in working with participants, media production, music, and concert management.
- Strong sense of responsibility, teamwork, and time management.
- Willingness to contribute actively and take initiative.
- Prior experience in student organizations or event planning is a plus, but not required.",2021-09-01,,https://www.instagram.com/nu_decides/
83,145,NU Esports,sports,esports@nu.edu.kz,---Nazarbayev University Esports Club,2025-09-14,https://t.me/nu_esports,https://www.instagram.com/nu_esports
84,104,NU Fashion Models Waacking Club,sports,fashionmodel.club@nu.edu.kz,"Accounting and Auditing Club (AAC) is a professional development club founded by former employees of the Big 4. Our mission is to help students gain the knowledge, skills, and experience needed to build successful careers in accounting, auditing, and beyond. We organize large-scale events with industry-level standards, including case championships, professional bootcamps with Big 4 companies, intellectual games, and more. Our members also take part in educational lectures and hands-on workshops led by mentors, allowing them to deepen their understanding of key financial topics. Beyond professional growth, AAC offers a welcoming and supportive community where like-minded students passionate about finance can learn, connect, and grow together.


**Location:** 26 Block 129 Room, Dormitory


## Activities
- Industry Networking Events
- Professional Workshops
- Educational Lectures
- Case Championships


## Achievements
- Most-voted finance club in the 2025 NU Awards - Best Professional Development Club category
- First student club at the university to collaborate with CCI Kazakhstan - the first large-scale partnership with a global brand Coca-Cola CCI
- First finance student club to organize a professional event in the “One Day Offer” format


## Entry Requirements
- Eager to learn
- Interest in finance
- Proactive
- Open-minded and team-oriented",2020-09-01,https://t.me/fashionmodel.club,https://www.instagram.com/nu__aac/
85,148,NU GDC,professional,,---Клуб разработки игр Назарбаев Университета,2025-10-13,https://t.me/nu_gdc,https://www.instagram.com/nu_gdc/
86,146,NU Graduate Student Union,professional,,"A representative, self-governing advisory body composed of graduate students of Nazarbayev University 🎓",2025-09-14,,
87,2,NU Image,art,nu_image@nu.edu.kz,"NU Image is the official student photography club at Nazarbayev University, founded in 2012 by a group of passionate students. Through our lenses, we capture the essence of student life - events, milestones, and everyday moments - from large ceremonies to cozy gatherings. NU Image preserves memories that matter.


**Location:** 27 Block 146 Room, Dormitory


## Activities
- Portraits of NU community
- Editing challenges on TG channel
- NU Student clubs photoshoots
- NU events photography


## Achievements
- Media Club of the Year x6 (six times)


## Entry Requirements
- Enthusiasm for photography
- Curiosity and willingness to learn
- Submission of 5–7 photos showcasing your background, creativity, and vision
- All levels are welcome!",2012-09-29,https://t.me/nu_img,https://www.instagram.com/nu_img/
88,133,NU IMechE SC,academic,imeche@nu.edu.kz,"The NU IMechE Student Chapter is a student-led organization dedicated to supporting engineering students in initiating and advancing their careers in the engineering field. Our mission is to bridge the gap between industry, academia, and research through initiatives like the Mechaton industrial case championship, guest lectures by industry professionals and experienced students, and field trips to leading industrial plants. The Chapter facilitates access to internship opportunities with leading industrial companies such as Wabtec Corporation, Kazakhstan Paramount Engineering, and Airbus Helicopters Kazakhstan Engineering, primarily through the Mechaton case championship. In addition, NU IMechE SC organizes familiarization tours to major industrial enterprises in Kazakhstan, including the facilities of Kazakhstan Paramount Engineering, Alstom, Wabtec Corporation, and Airbus Helicopters Kazakhstan Engineering, enabling students to gain first-hand insights into real-world working environments. The Chapter also hosts a variety of smaller-scale events aimed at career development. These include guest sessions with students who have successfully completed internships at prominent technology firms - such as Mercedes-Benz and Wabtec - who share their experiences and provide guidance on internship application processes. Furthermore, professionals from both industry and academia are regularly invited to speak on topics relevant to their areas of expertise, offering students diverse perspectives on engineering careers. Each year, NU IMechE SC also organizes MechParty, a team-building event for students and faculty members of the Mechanical and Aerospace Engineering Department. This event serves to strengthen the relationship between students and academic staff through informal interaction, while also providing an opportunity for students across various cohorts and specializations within mechanical engineering to connect and collaborate.


**Location:** 27 Block 145 Room, Dormitory


## Activities
- Mechaton
- Mechparty
- Field Trips to KPE, Alstom & Airbus helicopters


## Achievements
- We have good connections with the industry (Alstom, Airbus Helicopters Kazakhstan Engineering, Wabtec Corporation and Kazakhstan Paramount Engineering). Through our Mechathon event, 5 people received paid internships at Wabtec, 5 people received unpaid internships at Airbus Helicopters Kazakhstan Engineering, and 4 people received unpaid internships at Kazakhstan Paramount Engineering


## Entry Requirements
- Desire to work on events and work related to the topic of community development for engineers.
- Ability to work in PR, HR, SMM, treasurer, and event organization.
- Ability to work in canvas and photo, and video editing is welcome.
- The main requirement is the desire to work for the good of the club.",2025-08-22,,https://www.instagram.com/nu_imeche/
89,170,NU Korean Club,academic,koreacnclub@nu.edu.kz,"---NU Korean Club is an academic and cultural club that focuses on popularizing Korean culture among students. We organise educational sessions, language courses, webinars, and other theme events.",2014-09-08,https://t.me/nukoreanclub,https://www.instagram.com/nukoreanclub/
90,156,NU Korean Club,academic,,NU Korean Club,2025-10-21,,
91,30,"NU Language, Linguistics, and Literature Club",academic,lllassociation@nu.edu.kz,"---LLL Club is a community of students enthusiastic about world languages, linguistics, literature and culture. Our club serves as a bridge between students and the Department of Language, Linguistics, and Literature. We organize interviews with professors and the annual NU Linguistics Olympiad. The club also conducts info-sessions dedicated to exploring WLLC major opportunities, where we invite successful WLLC alumni and students who are eager to share their experience. In addition to this, our club cultivates a reading-friendly environment by organizing book discussions. ",2020-09-01,https://t.me/nu_lll_club,https://www.instagram.com/nu_lll_club
92,142,NU Mafia,social,notorious.union@nu.edu.kz,"A community of Mafia game lovers who don't just play, but turn every session into a thriller. If you love strategy, bluff and adrenaline, if you want to test your logic and intuition, then this is your chance! It doesn't matter if you're a beginner or a pro - we'll teach, support and help!


**Location:** 27 Block / D10 150 Room, Dormitory


## Activities
- Educational games
- Masterclasses from Professionals
- Regular Teambuildings
- Interuniversity and City Tournaments


## Achievements
- NU Charity Cup
- Astana Open Cup
- NU x AITU Tournaments
- Regional tournaments


## Entry Requirements
- Positive Mindset
- Ability to Deceive",2022-09-01,https://t.me/nu_polemica,https://www.instagram.com/nu_mafia_club/
93,9,NU Motorsports,academic,motorsports@nu.edu.kz,Official NU Motorsports at Nazarbayev University.,2020-09-01,https://t.me/motorsports,https://www.instagram.com/motorsports
94,113,NU MUN,social,numunclub@nu.edu.kz,---Official NU MUN at Nazarbayev University.,2020-09-01,https://t.me/numunclub,https://www.instagram.com/numunclub/
95,61,NU Orchestra,cultural,orchestra@nu.edu.kz,"Founded in 2015 and with a deep history, the NU Orchestra brings together national and contemporary art, while delighting the NU community with one of its largest concerts of the year at the University.

Musicians of the orchestra perform pieces of national art, as well as world hits on national instruments, promoting Kazakh culture.

""When talented people gather, wonders will take place"" — this famous phrase perfectly captures the spirit and idea of our community.


**Location:** 26 Block 103 Room, Dormitory


## Activities
- Annual Grand Concerts
- Performances at major and minor university events (e.g. Astana Ball)


## Achievements
- NU Awards: Performing Arts Club of the Year (2025)
- NU Awards: Performing Club of the Year (2024)
- NU Awards: Large Scale Event of the Year (2025, 2024)


## Entry Requirements
- For musicians: basic musical ability, commitment to rehearsals
- For event and SMM team members: creativity and time commitment",2020-09-01,https://t.me/orchestra,https://www.instagram.com/nuorchestra/
