,id,name,category,email,description,established,telegram_url,instagram_url,description_clean,interest_areas
27,38,Case Club,academic,caseclub@nu.edu.kz,"NU Case Club is the premier professional organization at Nazarbayev University dedicated to mastering the ""case method""—a problem-solving framework used by top-tier consulting firms, multinational corporations, and business schools worldwide.
The club prepares students for high-pressure corporate environments through four strategic pillars:
Case Cracking & Methodology: Training members to decompose complex business problems using logical frameworks (e.g., MECE, SWOT, Porter’s Five Forces). It transforms raw data into actionable business strategies.
Case Championships: Organizing and preparing teams for prestigious national and international competitions (such as the McKinsey Business Diving or HSBC Case Challenge), where students solve real-life business dilemmas under tight deadlines.
Soft Skills & Presentation: Heavy emphasis on ""storylining""—the art of creating persuasive slide decks and delivering professional pitches to a panel of ""judges"" or ""clients.""
Industry Networking: Serving as a bridge to the ""Big Three"" (MBB) and ""Big Four"" firms, hosting mock interviews, networking sessions, and workshops led by industry professionals.
",2020-09-01,https://t.me/caseclub,https://www.instagram.com/caseclub,"NU Case Club is the premier professional organization at Nazarbayev University dedicated to mastering the ""case method""—a problem-solving framework used by top-tier consulting firms, multinational corporations, and business schools worldwide. The club prepares students for high-pressure corporate environments through four strategic pillars: Case Cracking & Methodology: Training members to decompose complex business problems using logical frameworks (e.g., MECE, SWOT, Porter’s Five Forces). It transforms raw data into actionable business strategies. Case Championships: Organizing and preparing teams for prestigious national and international competitions (such as the McKinsey Business Diving or HSBC Case Challenge), where students solve real-life business dilemmas under tight deadlines. Soft Skills & Presentation: Heavy emphasis on ""storylining""—the art of creating persuasive slide decks and delivering professional pitches to a panel of ""judges"" or ""clients."" Industry Networking: Serving as a bridge to the ""Big Three"" (MBB) and ""Big Four"" firms, hosting mock interviews, networking sessions, and workshops led by industry professionals.",Business & Finance
28,79,Chess Club,sports,chess@nu.edu.kz,"NU Chess Club works to make chess more popular and build a strong, friendly community of people who enjoy the game. We bring together students and guests from the university and the city through tournaments, chess events, and lessons. NU Chess Club is the main force behind all chess activities at our university. We organize tournaments, lessons, quizzes, tournament broadcasts, and many other fun events. We welcome members who share our love for chess and want to help us grow the game.


**Location:** 27 Block 151 Room, Dormitory


## Activities
- Chess Tournaments
- Chess Lessons
- Chess Events
- Collaboration with Other Clubs


## Achievements
- Organized events for 70+ people
- Top 5 Sport Contribution Nomination 2024
- 1st place in the Republican Chess tournaments among Universities (NU Chess Team)


## Entry Requirements
- All levels are welcome
- Flexibility & Adaptation
- Communication & Collaboration",2015-09-01,https://t.me/chess,https://www.instagram.com/nu_chessclub/,"NU Chess Club works to make chess more popular and build a strong, friendly community of people who enjoy the game. We bring together students and guests from the university and the city through tournaments, chess events, and lessons. NU Chess Club is the main force behind all chess activities at our university. We organize tournaments, lessons, quizzes, tournament broadcasts, and many other fun events. We welcome members who share our love for chess and want to help us grow the game. Activities Chess Tournaments Chess Lessons Chess Events Collaboration with Other Clubs Achievements Organized events for 70+ people Top 5 Sport Contribution Nomination 2024 1st place in the Republican Chess tournaments among Universities (NU Chess Team) Entry Requirements All levels are welcome Flexibility & Adaptation Communication & Collaboration",Gaming & Esports
29,105,Children’s Development Fund,social,cdf@nu.edu.kz,"Children's Development Foundation (СDF) is a non-profit charity organization aiming to help children from socially vulnerable families prioritizing thoughtful and effective charity, which has a long-term positive influence. We believe that real change comes from compassion paired with action. That’s why we lead a variety of projects - both on and off campus - focused on providing opportunities, educational support, and essential resources to those who need them most. By joining our team you will gain lots of skills: hard and soft ones, become a part of our family and help those in need by providing opportunities. Don't let your heart get cold with CDF!


**Location:** 22 Block 124 Room, Dormitory


## Activities
- Warm Winter project
- Mentoring program
- Garage/Charity Sales
- Charity Trail Run


## Achievements
- Raised 21.5 million tenge for charity (Fall’24–Spring’25)
- Warm Winter project provided winter clothing to 213 children
- 51 SVC students joined the Mentoring Program
- Collaboration with 100+ partners/sponsors and 60 student clubs


## Entry Requirements
- No experience needed
- Open to learning
- Commitment & Responsibility",2020-09-01,https://t.me/cdf,https://www.instagram.com/cdf_kz/,"Children's Development Foundation (СDF) is a non-profit charity organization aiming to help children from socially vulnerable families prioritizing thoughtful and effective charity, which has a long-term positive influence. We believe that real change comes from compassion paired with action. That’s why we lead a variety of projects - both on and off campus - focused on providing opportunities, educational support, and essential resources to those who need them most. By joining our team you will gain lots of skills: hard and soft ones, become a part of our family and help those in need by providing opportunities. Don't let your heart get cold with CDF! Activities Warm Winter project Mentoring program Garage/Charity Sales Charity Trail Run Achievements Raised 21.5 million tenge for charity (Fall’24–Spring’25) Warm Winter project provided winter clothing to 213 children 51 SVC students joined the Mentoring Program Collaboration with 100+ partners/sponsors and 60 student clubs Entry Requirements No experience needed Open to learning Commitment & Responsibility",Social Impact & Volunteering
30,36,Chinese Club,academic,chineseclub@nu.edu.kz,"Chinese Club facilitates opportunities to engage in activities tied to Chinese culture during few and far between holiday themed events such as the Lunar New Year. For students with experience in speaking Chinese, there are weekly speaking sessions dedicated for speaking practices on a multitude of topics.


**Location:** 26 Block 128 Room, Dormitory


## Activities
- Weekly Chinese speaking sessions
- Cultural events on holidays such as Lunar New Year


## Achievements
- Many more to come!


## Entry Requirements
- All levels are welcome!",2020-09-01,https://t.me/nu_chinese_club,https://www.instagram.com/nu_chinese_club/,"Chinese Club facilitates opportunities to engage in activities tied to Chinese culture during few and far between holiday themed events such as the Lunar New Year. For students with experience in speaking Chinese, there are weekly speaking sessions dedicated for speaking practices on a multitude of topics. Activities Weekly Chinese speaking sessions Cultural events on holidays such as Lunar New Year Achievements Many more to come! Entry Requirements All levels are welcome!",Culture & Languages
32,82,Contemporary Dance,sports,contemporary.dance@nu.edu.kz,"Contemporary dance blends various dance styles including modern, jazz, and ballet techniques to express emotion and tell stories through movement. NU Contemporary Dance Club is a cultural entity, existing in NU since 2011. It’s a creative space for students to dance, learn new techniques and get used to stage performances.
The club members actively participate in different university events and contribute to the cultural life of the university. Our club welcomes all members and is willing to help students to create precious memories through university life. It's not just a club - it's a family.


**Location:** 26 Block 103 Room, Dormitory


## Activities
- Trainings three times a week (dance skills, stunts, acrobatics, stretching)
- Organization of Grand Concert every year (”Avatar: The last Airbender” theme - 2023, “Hunger Games” theme - 2024, “Alice in Wonderland” theme - 2025)
- Dance Workshops led by professional dancers
- Artistic photoshoots & Engaging and Creative Teambuildings


## Achievements
- Performance as a PRO-nominee at one of the biggest dance contest in Kazakhstan “Choreo 2025”
- Organization of 3 Grand Concerts that attracted a total of 2,000+ people
- TOP 3 Dance Clubs of the 2025 by NU Awards Report
- More than 60,000 views in total of the performance videos on YouTube


## Entry Requirements
- No skills are required, but there will be auditions.",2020-09-01,https://t.me/contemporary.dance,https://www.instagram.com/nu_contemporary/,"Contemporary dance blends various dance styles including modern, jazz, and ballet techniques to express emotion and tell stories through movement. NU Contemporary Dance Club is a cultural entity, existing in NU since 2011. It’s a creative space for students to dance, learn new techniques and get used to stage performances. The club members actively participate in different university events and contribute to the cultural life of the university. Our club welcomes all members and is willing to help students to create precious memories through university life. It's not just a club - it's a family. Activities Trainings three times a week (dance skills, stunts, acrobatics, stretching) Organization of Grand Concert every year (”Avatar: The last Airbender” theme - 2023, “Hunger Games” theme - 2024, “Alice in Wonderland” theme - 2025) Dance Workshops led by professional dancers Artistic photoshoots & Engaging and Creative Teambuildings Achievements Performance as a PRO-nominee at one of the biggest dance contest in Kazakhstan “Choreo 2025” Organization of 3 Grand Concerts that attracted a total of 2,000+ people TOP 3 Dance Clubs of the 2025 by NU Awards Report More than 60,000 views in total of the performance videos on YouTube Entry Requirements No skills are required, but there will be auditions.",Dance
33,85,Dance Club,sports,danceclub@nu.edu.kz,"Kiye is a dance club where Kazakh culture and traditions come alive through choreography. Members express heritage through movement, storytelling, and team collaboration, while building strong bonds of friendship and shared vision. Since 2023, Kiye QAZAQ has created performances like “Kiye Kyz” that showcase bravery, grace, and cultural pride, bringing Kazakh stories to the stage and uniting our community.


**Location:** 23 Block, Yoga room, Dormitory


## Activities
- Creating choreographies reflecting Kazakh history
- Performances at cultural events
- Dance performances based on stories
- Team-building games
- Shadow play


## Achievements
- Performed to full audience in Main and Cinema Halls
- ""KIYE QYZ"" Dance-Drama performance
- Performance at the NU Graduation Ceremony
- Performances on various forums


## Entry Requirements
- Passionate and inspired to contribute
- Motivated to engage with the club community
- Willingness to join one of the main departments: HR, Marketing, Technical, Finance, Script-writing
- Open to all NU students",2020-09-01,https://t.me/danceclub,https://www.instagram.com/nu_kiye/,"Kiye is a dance club where Kazakh culture and traditions come alive through choreography. Members express heritage through movement, storytelling, and team collaboration, while building strong bonds of friendship and shared vision. Since 2023, Kiye QAZAQ has created performances like “Kiye Kyz” that showcase bravery, grace, and cultural pride, bringing Kazakh stories to the stage and uniting our community. Activities Creating choreographies reflecting Kazakh history Performances at cultural events Dance performances based on stories Team-building games Shadow play Achievements Performed to full audience in Main and Cinema Halls ""KIYE QYZ"" Dance-Drama performance Performance at the NU Graduation Ceremony Performances on various forums Entry Requirements Passionate and inspired to contribute Motivated to engage with the club community Willingness to join one of the main departments: HR, Marketing, Technical, Finance, Script-writing Open to all NU students",Dance; Culture & Languages
34,47,Economic Leaders Society,academic,els@nu.edu.kz,"The Economic Leaders Society (ELS) is an academic club established in 2014, dedicated to the advancement of economic learning, leadership development, and community engagement. Rooted in the values of academic excellence, innovation, and collaborative growth, ELS empowers students to bridge classroom theories with real-world practice.

Our main focus is Economics. From academic support and research to career development and competitive events - we do it all.


**Location:** 26 Block 129 Room, Dormitory


## Activities
- Mid-term preparation nights
- 3 office tours for NU students (Development Bank of Kazakhstan, BI group, KPMG)
- Networking events
- Workshops-lectures by Guests from: NU alumni, National Bank of Kazakhstan, economics RA students, AFSA, Deloitte


## Achievements
- The first ever econometrics hackathon in Kazakhstan (Metricon 2025), sponsored by the National Bank of Kazakhstan and AERC
- NU Dasco consulting group olympiad with a chance to win a paid internship in Dasco consulting group
- ELS - MNU branch
- Cash Clash in collaboration with EY Kazakhstan


## Entry Requirements
- Interest in Economics
- Leadership Potential
- Team Spirit
- Passion For Growth",2020-09-01,https://t.me/httDC0YQhkbRpkYjNi,https://www.instagram.com/nu_els/,"The Economic Leaders Society (ELS) is an academic club established in 2014, dedicated to the advancement of economic learning, leadership development, and community engagement. Rooted in the values of academic excellence, innovation, and collaborative growth, ELS empowers students to bridge classroom theories with real-world practice. Our main focus is Economics. From academic support and research to career development and competitive events - we do it all. Activities Mid-term preparation nights 3 office tours for NU students (Development Bank of Kazakhstan, BI group, KPMG) Networking events Workshops-lectures by Guests from: NU alumni, National Bank of Kazakhstan, economics RA students, AFSA, Deloitte Achievements The first ever econometrics hackathon in Kazakhstan (Metricon 2025), sponsored by the National Bank of Kazakhstan and AERC NU Dasco consulting group olympiad with a chance to win a paid internship in Dasco consulting group ELS - MNU branch Cash Clash in collaboration with EY Kazakhstan Entry Requirements Interest in Economics Leadership Potential Team Spirit Passion For Growth",Business & Finance
35,119,E.Quality,social,e.quality@nu.edu.kz,"E.Quality at Nazarbayev University is a social awareness and advocacy organization dedicated to promoting the values of equality, inclusivity, and social justice within the campus community.
The club serves as a platform for dialogue and activism through several core functions:
Awareness & Education: Organizing workshops, guest lectures, and seminars that address topics such as gender equality, human rights, and the elimination of social stereotypes.
Safe Space Creation: Providing a supportive environment where students can openly discuss sensitive social issues and personal experiences without judgment.
Advocacy: Working to identify and address systemic challenges within the university environment to ensure all students, regardless of background, feel represented and respected.
Community Engagement: Running media campaigns and collaborative projects that encourage empathy, ethical communication, and the protection of vulnerable groups.
In short, E.Quality is the ""social conscience"" of the student body, striving to transform the university into a more conscious, tolerant, and inclusive community.
",2020-09-01,https://t.me/e.quality,https://www.instagram.com/e.quality,"E.Quality at Nazarbayev University is a social awareness and advocacy organization dedicated to promoting the values of equality, inclusivity, and social justice within the campus community. The club serves as a platform for dialogue and activism through several core functions: Awareness & Education: Organizing workshops, guest lectures, and seminars that address topics such as gender equality, human rights, and the elimination of social stereotypes. Safe Space Creation: Providing a supportive environment where students can openly discuss sensitive social issues and personal experiences without judgment. Advocacy: Working to identify and address systemic challenges within the university environment to ensure all students, regardless of background, feel represented and respected. Community Engagement: Running media campaigns and collaborative projects that encourage empathy, ethical communication, and the protection of vulnerable groups. In short, E.Quality is the ""social conscience"" of the student body, striving to transform the university into a more conscious, tolerant, and inclusive community.",Social Impact & Volunteering; Debate & Public Speaking
37,97,Fencing Club,sports,fencingclub@nu.edu.kz,"NU Fencing Club was founded in 2015 by a professional fencer and several professors in our university, and rebranded after quarantine by current members. Throughout this journey, members from NU Fencing has attended many tournaments and all returned with honors.
During 2024-2025 academic year, NU Fencing Club attended tournaments in city, national, and even international level, and won many places representing the club.
Join us to train, compete, and grow together!


**Location:** Sport Center, 2nd Floor, Fencing Hall


## Activities
- We hold weekly épée trainings every Tuesday and Thursday from 18:00 to 20:00, and Saturday from 12:00 to 14:00.
- Beyond fencing, our club runs through the dedication of student-led departments: Tournaments, PR/HR, External Affairs, Treasury, Events, Training, and Armoury - giving every member a chance to contribute, lead, and grow.


## Achievements
- Platinium International Fencing Cup, Female Individual, Bronze: Madina Yernur; Female Team, Silver: Madina Yernur, Fariza Idrissova
- Platinium International Fencing Cup, Male 5th place: Aldiyar Bolatov, Female 6th place: Aiganym Shaken
- For bianual Astana City Tournament organized by Diestra Fencing, 6 bronze medal (Timur Ni, Nurassyl Assylkhanuly, Gulnaz Ingkar, Madina Yernur, Kamila Orazbek, Ratmir Kanatov), 3 Silver (Aigerim Tulegenova twice, Aldiyar Baimukhametov), and 1 Gold won by Danial Akhat
- Republican Championship in Astana 2025: Danial Akhat and Alua Dosbergenova TOP 30


## Entry Requirements
- We open recruitment once per semester, which includes an application, interview, and tryouts.
- Selection is based on overall performance and fit.
- We look for members who are physically prepared, disciplined, and committed to attending trainings and contributing to club work.",2020-09-01,https://t.me/+zQOm0QG6IBY0ZTUy,https://www.instagram.com/nu_fencing/,"NU Fencing Club was founded in 2015 by a professional fencer and several professors in our university, and rebranded after quarantine by current members. Throughout this journey, members from NU Fencing has attended many tournaments and all returned with honors. During 2024-2025 academic year, NU Fencing Club attended tournaments in city, national, and even international level, and won many places representing the club. Join us to train, compete, and grow together! Activities We hold weekly épée trainings every Tuesday and Thursday from 18:00 to 20:00, and Saturday from 12:00 to 14:00. Beyond fencing, our club runs through the dedication of student-led departments: Tournaments, PR/HR, External Affairs, Treasury, Events, Training, and Armoury - giving every member a chance to contribute, lead, and grow. Achievements Platinium International Fencing Cup, Female Individual, Bronze: Madina Yernur; Female Team, Silver: Madina Yernur, Fariza Idrissova Platinium International Fencing Cup, Male 5th place: Aldiyar Bolatov, Female 6th place: Aiganym Shaken For bianual Astana City Tournament organized by Diestra Fencing, 6 bronze medal (Timur Ni, Nurassyl Assylkhanuly, Gulnaz Ingkar, Madina Yernur, Kamila Orazbek, Ratmir Kanatov), 3 Silver (Aigerim Tulegenova twice, Aldiyar Baimukhametov), and 1 Gold won by Danial Akhat Republican Championship in Astana 2025: Danial Akhat and Alua Dosbergenova TOP 30 Entry Requirements We open recruitment once per semester, which includes an application, interview, and tryouts. Selection is based on overall performance and fit. We look for members who are physically prepared, disciplined, and committed to attending trainings and contributing to club work.",Sports & Fitness
39,12,French Club,academic,french_club@nu.edu.kz,"The Official French Club at Nazarbayev University is a cultural and linguistic community dedicated to promoting the French language and the diverse cultures of the Francophone world.
The club provides an immersive environment through several key activities:
Language Practice: Hosting ""French Speaking Clubs"" and peer-led tutoring sessions where students of all levels—from absolute beginners to advanced speakers—can practice conversational skills in an informal setting.
Cultural Immersion: Organizing events centered around French cinema, gastronomy, music, and literature. This includes celebrating international events like Fête de la Francophonie.
Networking and Opportunities: Serving as a bridge to French-speaking resources, such as the Alliance Française, and providing information about exchange programs or internships in Francophone countries.
Social Connection: Building a ""petit coin de France"" (a small corner of France) on campus where students with a shared passion for European culture can connect and socialize.
",2020-09-01,https://t.me/french_club,https://www.instagram.com/french_club,"The Official French Club at Nazarbayev University is a cultural and linguistic community dedicated to promoting the French language and the diverse cultures of the Francophone world. The club provides an immersive environment through several key activities: Language Practice: Hosting ""French Speaking Clubs"" and peer-led tutoring sessions where students of all levels—from absolute beginners to advanced speakers—can practice conversational skills in an informal setting. Cultural Immersion: Organizing events centered around French cinema, gastronomy, music, and literature. This includes celebrating international events like Fête de la Francophonie. Networking and Opportunities: Serving as a bridge to French-speaking resources, such as the Alliance Française, and providing information about exchange programs or internships in Francophone countries. Social Connection: Building a ""petit coin de France"" (a small corner of France) on campus where students with a shared passion for European culture can connect and socialize.",Culture & Languages
40,165,Game Development Club,art,nugamedevclub2025@gmail.com,"NU Game Development Club fosters a community of students passionate about creating video games. The club provides a platform to learn, collaborate, and develop games while exploring programming, art, design, and storytelling. Activities include workshops, game jams, guest lectures, and esports tournaments. The long-term vision is to empower members to form independent GameDev studios and build a shared knowledge base for future learners.


## Activities
- Large-Scale Game Jams
- Game Releases
- Pitching Sessions
- Idea Crunching (Mini Game Jams)
- Analytics and Research


## Achievements
- NU GDC Summer Game Jam 2025 - the largest game jam in Kazakhstan
- Partnership with Astana Hub and leading game development companies
- Participation in Digital Bridge 2025


## Entry Requirements
- Portfolio
- Hands-on experience
- Passion",2024-01-01,https://t.me/nu_gdc,https://www.instagram.com/nu_gdc/,"NU Game Development Club fosters a community of students passionate about creating video games. The club provides a platform to learn, collaborate, and develop games while exploring programming, art, design, and storytelling. Activities include workshops, game jams, guest lectures, and esports tournaments. The long-term vision is to empower members to form independent GameDev studios and build a shared knowledge base for future learners. Activities Large-Scale Game Jams Game Releases Pitching Sessions Idea Crunching (Mini Game Jams) Analytics and Research Achievements NU GDC Summer Game Jam 2025 - the largest game jam in Kazakhstan Partnership with Astana Hub and leading game development companies Participation in Digital Bridge 2025 Entry Requirements Portfolio Hands-on experience Passion",Technology & Computing; Gaming & Esports; Arts & Creativity
41,15,German Club,academic,germanclub@nu.edu.kz,"The NU German Club is a vibrant community of students passionate about the German language and culture. Each year we host events such as Easter celebrations, Oktoberfest, and regular speaking club sessions to help NU students improve their German in a fun and supportive environment. We also organize team-building activities to strengthen connections and info sessions for students interested in pursuing education in Germany. Whether you’re a beginner or fluent speaker, there’s a place for you in our club to learn, connect, and celebrate all things German.


## Activities
- Oktoberfest
- Easter
- Info-sessions on studying in Germany
- Speaking club


## Achievements
- Many to come!


## Entry Requirements
- Active and outgoing NU students
- All levels are welcome",2020-09-01,https://t.me/germanclub,https://www.instagram.com/nu_german_club/,"The NU German Club is a vibrant community of students passionate about the German language and culture. Each year we host events such as Easter celebrations, Oktoberfest, and regular speaking club sessions to help NU students improve their German in a fun and supportive environment. We also organize team-building activities to strengthen connections and info sessions for students interested in pursuing education in Germany. Whether you’re a beginner or fluent speaker, there’s a place for you in our club to learn, connect, and celebrate all things German. Activities Oktoberfest Easter Info-sessions on studying in Germany Speaking club Achievements Many to come! Entry Requirements Active and outgoing NU students All levels are welcome",Culture & Languages
42,6,Google Developers Club,academic,gdsc@nu.edu.kz,"GDG (Google Developer Group) at a university is a student-run tech community supported by Google, aimed at helping students learn, share, and grow their skills in software development. It organizes activities like coding workshops, tech talks, hackathons, and networking events. The group also provides a platform for students to collaborate on projects, meet industry professionals, and prepare for careers in technology.


## Activities
- Hackathons
- Workshops


## Achievements
- Official Google Partners
- Organized Hackathons with Big Companies


## Entry Requirements
- Be a current student at the university
- Interest in technology and learning - no need to be an expert
- Willingness to participate in events, workshops, or projects",2020-09-01,https://t.me/gdsc_nu,https://www.instagram.com/nu.gdg/,"GDG (Google Developer Group) at a university is a student-run tech community supported by Google, aimed at helping students learn, share, and grow their skills in software development. It organizes activities like coding workshops, tech talks, hackathons, and networking events. The group also provides a platform for students to collaborate on projects, meet industry professionals, and prepare for careers in technology. Activities Hackathons Workshops Achievements Official Google Partners Organized Hackathons with Big Companies Entry Requirements Be a current student at the university Interest in technology and learning - no need to be an expert Willingness to participate in events, workshops, or projects",Technology & Computing
43,112,Green Society,social,green.society@nu.edu.kz,"Green Society at Nazarbayev University is the leading student-driven movement dedicated to environmental sustainability and fostering an ""eco-conscious"" mindset both on campus and within the wider community.
The organization translates environmental theory into tangible action through several key pillars:
Eco-Infrastructure & Advocacy: Initiating and maintaining recycling programs, promoting waste segregation, and advocating for sustainable resource management within university facilities.
Education & Awareness: Hosting eco-festivals, ""upcycling"" workshops, and seminars on global climate change, circular economies, and conscious consumerism.
Hands-on Projects: Organizing practical outdoor activities such as tree planting, campus greening initiatives, and ""plogging"" (picking up litter while jogging) events.
Collaborative Impact: Partnering with environmental NGOs and sustainable brands to integrate students into national ecological projects and professional environmental networks.
In essence, Green Society provides a platform for students to transform environmental concerns into practical solutions, making the university experience more sustainable and ethically responsible.
",2020-09-01,https://t.me/green.society,https://www.instagram.com/green.society,"Green Society at Nazarbayev University is the leading student-driven movement dedicated to environmental sustainability and fostering an ""eco-conscious"" mindset both on campus and within the wider community. The organization translates environmental theory into tangible action through several key pillars: Eco-Infrastructure & Advocacy: Initiating and maintaining recycling programs, promoting waste segregation, and advocating for sustainable resource management within university facilities. Education & Awareness: Hosting eco-festivals, ""upcycling"" workshops, and seminars on global climate change, circular economies, and conscious consumerism. Hands-on Projects: Organizing practical outdoor activities such as tree planting, campus greening initiatives, and ""plogging"" (picking up litter while jogging) events. Collaborative Impact: Partnering with environmental NGOs and sustainable brands to integrate students into national ecological projects and professional environmental networks. In essence, Green Society provides a platform for students to transform environmental concerns into practical solutions, making the university experience more sustainable and ethically responsible.",Social Impact & Volunteering; Science & Research
47,21,iGem Club,academic,igem@nu.edu.kz,"iGEM NU Kazakhstan is a multidisciplinary student team that represents Kazakhstan at the international iGEM competition. Bringing together students from biology, medicine, engineering, AI, and design, the team develops synthetic biology projects tackling real-world challenges in health, diagnostics, and the environment. Beyond research, iGEM NU runs STEM outreach programs, summer camps, biohackathons, and awareness campaigns to inspire future researchers and promote biomedical innovation in Kazakhstan.


**Location:** 27 Block 144 Room, Dormitory


## Activities
- Designing synthetic biology projects for iGEM competition
- Conducting lab-based research and data analysis
- Organizing national STEM outreach events and biohackathons
- Hosting awareness and charity campaigns
- Running workshops, summer camps, and public lectures on biotechnology
- Collaborating with scientists, companies, and universities worldwide


## Achievements
- 🥇2017, 2018, 2021 (Top-10), 2022, 2024 (Top-5 Oncology); 🥈2015, 2023; 🥉2014, 2019 at the iGEM Grand Jamboree
- Finalists at ABC Incubation X TCA 8.0 (Top 10 Teams)
- ABC Incubation XIV (Pitch Guru winner, Top 3)


## Entry Requirements
- Interest in biology, medicine, or engineering
- Willingness to collaborate across disciplines
- Commitment to research and outreach",2020-09-01,https://t.me/igem,https://www.instagram.com/igem.nu_kazakhstan/,"iGEM NU Kazakhstan is a multidisciplinary student team that represents Kazakhstan at the international iGEM competition. Bringing together students from biology, medicine, engineering, AI, and design, the team develops synthetic biology projects tackling real-world challenges in health, diagnostics, and the environment. Beyond research, iGEM NU runs STEM outreach programs, summer camps, biohackathons, and awareness campaigns to inspire future researchers and promote biomedical innovation in Kazakhstan. Activities Designing synthetic biology projects for iGEM competition Conducting lab-based research and data analysis Organizing national STEM outreach events and biohackathons Hosting awareness and charity campaigns Running workshops, summer camps, and public lectures on biotechnology Collaborating with scientists, companies, and universities worldwide Achievements 🥇2017, 2018, 2021 (Top-10), 2022, 2024 (Top-5 Oncology); 🥈2015, 2023; 🥉2014, 2019 at the iGEM Grand Jamboree Finalists at ABC Incubation X TCA 8.0 (Top 10 Teams) ABC Incubation XIV (Pitch Guru winner, Top 3) Entry Requirements Interest in biology, medicine, or engineering Willingness to collaborate across disciplines Commitment to research and outreach",Science & Research; Technology & Computing
49,18,Institute of Electrical and Electronics Engineers (IEEE),academic,ieee@nu.edu.kz,"The NU IEEE Student Branch (NU IEEE SB) is a vibrant community of engineering students at Nazarbayev University, dedicated to advancing knowledge in electrical, computer, and engineering fields.
As part of the global IEEE network, we aim to connect students with industry leaders and provide opportunities for hands-on learning.
Through workshops, hackathons, field trips, and networking events, we help students apply their academic knowledge to real-world challenges. Our goal is to foster innovation, leadership, and collaboration, while preparing the next generation of engineers for successful careers.


**Location:** 27 Block 145 Room, Dormitory


## Activities
- IEEE Hackathon
- Guest Talks
- Arduino Workshops
- Podcasts


## Achievements
- Organized Hackathon for 270 participants
- Filmed 6 podcasts with professors and alumni


## Entry Requirements
- All levels are welcome, be passionate and eager to learn!",2017-08-01,https://t.me/nu_ieee,https://www.instagram.com/nuieee_sb/,"The NU IEEE Student Branch (NU IEEE SB) is a vibrant community of engineering students at Nazarbayev University, dedicated to advancing knowledge in electrical, computer, and engineering fields. As part of the global IEEE network, we aim to connect students with industry leaders and provide opportunities for hands-on learning. Through workshops, hackathons, field trips, and networking events, we help students apply their academic knowledge to real-world challenges. Our goal is to foster innovation, leadership, and collaboration, while preparing the next generation of engineers for successful careers. Activities IEEE Hackathon Guest Talks Arduino Workshops Podcasts Achievements Organized Hackathon for 270 participants Filmed 6 podcasts with professors and alumni Entry Requirements All levels are welcome, be passionate and eager to learn!",Technology & Computing
51,67,Japanese Club,cultural,japaneseclub@nu.edu.kz,"Our club aims to create a friendly community for anyone interested in Japanese culture, be it the language, traditions, games, food, etc. Aside from smaller events such as the Go tournament and all sorts of infosessions on study/travel opportunities in Japan, we organize two big events: 'Japan Day' in the fall and 'Haru Fest' in the spring, each aiming to show a small portion of Japanese culture to a broader public.


**Location:** 26 Block 128/1 Room, Dormitory


## Activities
- Japan Day
- Haru Fest
- Go Tournaments
- Mirai program infosessions


## Achievements
- 2022-2023 Language Club of the Year


## Entry Requirements
- Enthusiasm for Japanese Culture
- Japanese language knowledge not required!",2015-01-18,https://t.me/Nujapan,https://www.instagram.com/nu_japanese_club/,"Our club aims to create a friendly community for anyone interested in Japanese culture, be it the language, traditions, games, food, etc. Aside from smaller events such as the Go tournament and all sorts of infosessions on study/travel opportunities in Japan, we organize two big events: 'Japan Day' in the fall and 'Haru Fest' in the spring, each aiming to show a small portion of Japanese culture to a broader public. Activities Japan Day Haru Fest Go Tournaments Mirai program infosessions Achievements 2022-2023 Language Club of the Year Entry Requirements Enthusiasm for Japanese Culture Japanese language knowledge not required!",Culture & Languages
